56,Genesis,1,,Genesis,2,,
50,Genesis,3,,Genesis,4,,
32,Genesis,5,,,,,
46,Genesis,6,,Genesis,7,,
51,Genesis,8,,Genesis,9,,
32,Genesis,10,,,,,
32,Genesis,11,,,,,
38,Genesis,12,,Genesis,13,,
45,Genesis,14,,Genesis,15,,
43,Genesis,16,,Genesis,17,,
33,Genesis,18,,,,,
38,Genesis,19,,,,,
52,Genesis,20,,Genesis,21,,
44,Genesis,22,,Genesis,23,,
67,Genesis,24,,,,,
34,Genesis,25,,,,,
35,Genesis,26,,,,,
46,Genesis,27,,,,,
57,Genesis,28,,Genesis,29,,
43,Genesis,30,,,,,
55,Genesis,31,,,,,
52,Genesis,32,,Genesis,33,,
60,Genesis,34,,Genesis,35,,
43,Genesis,36,,,,,
36,Genesis,37,,,,,
30,Genesis,38,,,,,
46,Genesis,39,,Genesis,40,,
57,Genesis,41,,,,,
38,Genesis,42,,,,,
34,Genesis,43,,,,,
34,Genesis,44,,,,,
28,Genesis,45,,,,,
34,Genesis,46,,,,,
53,Genesis,47,,Genesis,48,,
59,Genesis,49,,Genesis,50,,
47,Exodus,1,,Exodus,2,,
53,Exodus,3,,Exodus,4,,
53,Exodus,5,,Exodus,6,,
57,Exodus,7,,Exodus,8,,
35,Exodus,9,,,,,
39,Exodus,10,,Exodus,11,,
51,Exodus,12,,,,,
53,Exodus,13,,Exodus,14,,
27,Exodus,15,,,,,
36,Exodus,16,,,,,
43,Exodus,17,,Exodus,18,,
51,Exodus,19,,Exodus,20,,
36,Exodus,21,,,,,
31,Exodus,22,,,,,
51,Exodus,23,,Exodus,24,,
40,Exodus,25,,,,,
58,Exodus,26,,Exodus,27,,
43,Exodus,28,,,,,
46,Exodus,29,,,,,
38,Exodus,30,,,,,
53,Exodus,31,,Exodus,32,,
58,Exodus,33,,Exodus,34,,
35,Exodus,35,,,,,
38,Exodus,36,,,,,
60,Exodus,37,,Exodus,38,,
43,Exodus,39,,,,,
38,Exodus,40,,,,,
