56,Genesis,1,,Genesis,2,,
50,Genesis,3,,Genesis,4,,
54,Genesis,5,,Genesis,6,,
46,Genesis,7,,Genesis,8,,
61,Genesis,9,,Genesis,10,,
52,Genesis,11,,Genesis,12,,
63,Genesis,13,,Genesis,15,,
43,Genesis,16,,Genesis,17,,
71,Genesis,18,,Genesis,19,,
52,Genesis,20,,Genesis,21,,
44,Genesis,22,,Genesis,23,,
67,Genesis,24,,,,,
69,Genesis,25,,Genesis,26,,
46,Genesis,27,,,,,
57,Genesis,28,,Genesis,29,,
43,Genesis,30,,,,,
55,Genesis,31,,,,,
52,Genesis,32,,Genesis,33,,
60,Genesis,34,,Genesis,35,,
43,Genesis,36,,,,,
66,Genesis,37,,Genesis,38,,
46,Genesis,39,,Genesis,40,,
57,Genesis,41,,,,,
38,Genesis,42,,,,,
68,Genesis,43,,Genesis,44,,
62,Genesis,45,,Genesis,46,,
53,Genesis,47,,Genesis,48,,
59,Genesis,49,,Genesis,50,,
47,Exodus,1,,Exodus,2,,
53,Exodus,3,,Exodus,4,,
53,Exodus,5,,Exodus,6,,
57,Exodus,7,,Exodus,8,,
74,Exodus,9,,Exodus,11,,
51,Exodus,12,,,,,
53,Exodus,13,,Exodus,14,,
63,Exodus,15,,Exodus,16,,
68,Exodus,17,,Exodus,19,,
62,Exodus,20,,Exodus,21,,
64,Exodus,22,,Exodus,23,,
58,Exodus,24,,Exodus,25,,
58,Exodus,26,,Exodus,27,,
43,Exodus,28,,,,,
46,Exodus,29,,,,,
56,Exodus,30,,Exodus,31,,
58,Exodus,32,,Exodus,33,,
70,Exodus,34,,Exodus,35,,
67,Exodus,36,,Exodus,37,,
74,Exodus,38,,Exodus,39,,
38,Exodus,40,,,,,
50,Leviticus,1,,Leviticus,3,,
54,Leviticus,4,,Leviticus,5,,
68,Leviticus,6,,Leviticus,7,,
60,Leviticus,8,,Leviticus,9,,
67,Leviticus,10,,Leviticus,11,,
67,Leviticus,12,,Leviticus,13,,
57,Leviticus,14,,,,,
